epoch,auc,bin accuracy,fn,fp,loss,precision,recall,tn,tp,val_auc,val_bin accuracy,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0.9009301662445068,0.8136566877365112,1355.0,1726.0,0.3964594602584839,0.8000231981277466,0.8359563946723938,6548.0,6905.0,0.37337586283683777,0.4982761740684509,2765.0,0.0,2.5358550548553467,0.0,0.0,2746.0,0.0
1,0.9706940650939941,0.9291157722473145,485.0,687.0,0.20533184707164764,0.9188231229782104,0.9412903785705566,7586.0,7776.0,0.961436927318573,0.8644528985023499,636.0,111.0,0.3168201744556427,0.9504464268684387,0.7699819207191467,2635.0,2129.0
2,0.9755040407180786,0.9344986081123352,449.0,634.0,0.18556492030620575,0.924943745136261,0.9456548094749451,7638.0,7813.0,0.9653542041778564,0.9090909361839294,98.0,403.0,0.258931428194046,0.868558406829834,0.9645056128501892,2347.0,2663.0
3,0.9785966873168945,0.9448409080505371,361.0,551.0,0.16841909289360046,0.9348083138465881,0.956305980682373,7721.0,7901.0,0.9586441516876221,0.8855017423629761,396.0,235.0,0.26948726177215576,0.9097195267677307,0.8567293882369995,2512.0,2368.0
4,0.9827038049697876,0.9465948939323425,351.0,532.0,0.153376966714859,0.936974287033081,0.9575060606002808,7742.0,7909.0,0.9765958189964294,0.9417528510093689,75.0,246.0,0.18139638006687164,0.9160982370376587,0.9728359580039978,2504.0,2686.0
